id,rama_derecho,texto_original,texto_limpieza_base,texto_limpio_lematizado
389,Disciplinario_Policial,El servidor público incurre en falta gravísima por el abuso de autoridad contra los ciudadanos según los parámetros vigentes de la Ley 1952 de 2019.,el servidor publico incurre en falta gravisima por el abuso de autoridad contra los ciudadanos segun los parametros vigentes de la ley de,servidor publico incurrir falta gravisimo abuso autoridad ciudadano parametro vigente ley
390,Etnico_Y_Victimas,"La jurisdicción especial indígena exige garantías de no repetición ante la consulta previa, libre e informada coordinando acciones con el marco de la Constitución colombiana.",la jurisdiccion especial indigena exige garantias de no repeticion ante la consulta previa libre e informada coordinando acciones con el marco de la constitucion colombiana,jurisdiccion especial indigena exigir garantia no repeticion consulta previo libre informado coordinar acción marco constitucion colombiano
391,Familia,La madre cabeza de hogar solicita la regulación urgente de la violencia intrafamiliar física y económica ante la notaría pública o centro de conciliación.,la madre cabeza de hogar solicita la regulacion urgente de la violencia intrafamiliar fisica y economica ante la notaria publica o centro de conciliacion,madre cabeza hogar solicitar regulacion urgente violencia intrafamiliar fisico economico notaria publico centro conciliacion
392,Laboral,El juez laboral del circuito está obligado a pagar las horas extras y recargos nocturnos de conformidad con los fallos hito de la Corte Suprema de Justicia.,el juez laboral del circuito esta obligado a pagar las horas extras y recargos nocturnos de conformidad con los fallos hito de la corte suprema de justicia,juez laboral circuito obligado pagar hora extra recargo nocturno conformidad fallo hito corte supremo justicia
393,Civil_Y_Tierras,El juez civil municipal solicita la restitución del predio por los linderos oficiales certificados por el IGAC requiriendo el pago justo de una indemnización previa.,el juez civil municipal solicita la restitucion del predio por los linderos oficiales certificados por el igac requiriendo el pago justo de una indemnizacion previa,juez civil municipal solicitar restitucion predio lindero oficial certificado igac requerir pago justo indemnizacion previo
394,Disciplinario_Policial,El miembro de la Policía Nacional debe garantizar el derecho a de el abuso de autoridad contra los ciudadanos en concordancia con el Estatuto Disciplinario Policial Ley 2196.,el miembro de la policia nacional debe garantizar el derecho a de el abuso de autoridad contra los ciudadanos en concordancia con el estatuto disciplinario policial ley,miembro policia nacional garantizar derecho abuso autoridad ciudadano concordancia estatuto disciplinario policial ley
395,Etnico_Y_Victimas,"La jurisdicción especial indígena ejerce el derecho fundamental a la consulta previa, libre e informada con enfoque diferencial y de género para minorías étnicas.",la jurisdiccion especial indigena ejerce el derecho fundamental a la consulta previa libre e informada con enfoque diferencial y de genero para minorias etnicas,jurisdiccion especial indigena ejercer derecho fundamental consulta previo libre informado enfoque diferencial genero minoria etnica
396,Familia,La madre cabeza de hogar suspende temporalmente la custodia y cuidado personal del menor para proteger de manera prioritaria el interés superior.,la madre cabeza de hogar suspende temporalmente la custodia y cuidado personal del menor para proteger de manera prioritaria el interes superior,madre cabeza hogar suspender temporalmente custodia cuidado personal menor proteger prioritario interes superior
397,Laboral,El juez laboral del circuito prohíbe la retención ilegal de el salario mínimo legal mensual vigente de manera inmediata tras la terminación del vínculo contractual.,el juez laboral del circuito prohibe la retencion ilegal de el salario minimo legal mensual vigente de manera inmediata tras la terminacion del vinculo contractual,juez laboral circuito prohibir retencion ilegal salario minimo legal mensual vigente inmediato terminacion vinculo contractual
398,Civil_Y_Tierras,El predio sirviente constituye gravamen de hipoteca mediante la escritura pública ante el notario requiriendo el pago justo de una indemnización previa.,el predio sirviente constituye gravamen de hipoteca mediante la escritura publica ante el notario requiriendo el pago justo de una indemnizacion previa,predio sirviente constituir gravamen hipoteca escritura publicar notario requerir pago justo indemnizacion previo
399,Disciplinario_Policial,El miembro de la Policía Nacional debe actuar bajo el principio de la omisión de los deberes funcionales del cargo en concordancia con el Estatuto Disciplinario Policial Ley 2196.,el miembro de la policia nacional debe actuar bajo el principio de la omision de los deberes funcionales del cargo en concordancia con el estatuto disciplinario policial ley,miembro policia nacional actuar principio omision deber funcional cargo concordancia estatuto disciplinario policial ley
400,Etnico_Y_Victimas,"El refugiado extranjero exige garantías de no repetición ante sus usos, costumbres y ámbito territorial propio por causa del desplazamiento forzado interno en zonas rurales.",el refugiado extranjero exige garantias de no repeticion ante sus usos costumbres y ambito territorial propio por causa del desplazamiento forzado interno en zonas rurales,refugiado extranjero exigir garantia no repeticion uso costumbr ambito territorial causa desplazamiento forzado interno zona rural
401,Familia,El menor de edad suspende temporalmente la cuota alimentaria obligatoria con base en el Código de la Infancia y la Adolescencia colombiana.,el menor de edad suspende temporalmente la cuota alimentaria obligatoria con base en el codigo de la infancia y la adolescencia colombiana,menor edad suspender temporalmente cuota alimentario obligatorio base codigo infancia adolescencia colombiano
402,Laboral,El trabajador de la empresa tramita la indemnización por el despido injustificado sin el debido proceso bajo la gravedad de sanción por reincidencia o mora.,el trabajador de la empresa tramita la indemnizacion por el despido injustificado sin el debido proceso bajo la gravedad de sancion por reincidencia o mora,trabajador empresa tramito indemnizacion despido injustificado proceso gravedad sancion reincidencia mora
403,Civil_Y_Tierras,El acreedor hipotecario está obligado a otorgar la escritura pública ante el notario para sanear legalmente los títulos de propiedad de la tierra.,el acreedor hipotecario esta obligado a otorgar la escritura publica ante el notario para sanear legalmente los titulos de propiedad de la tierra,acreedor hipotecario obligado otorgar escritura publicar notario sanear legalmente titulo propiedad tierra
404,Disciplinario_Policial,El funcionario de la procuraduría asume la responsabilidad legal por actos que configuren discriminación u hostigamiento durante todas las actuaciones de la etapa de juzgamiento.,el funcionario de la procuraduria asume la responsabilidad legal por actos que configuren discriminacion u hostigamiento durante todas las actuaciones de la etapa de juzgamiento,funcionario procuraduria asumir responsabilidad legal acto configurir discriminacion hostigamiento actuación etapa juzgamiento
405,Etnico_Y_Victimas,La Unidad de Restitución de Tierras ejerce el derecho fundamental a el despojo violento de predios rurales para asegurar la supervivencia física y cultural del pueblo.,la unidad de restitucion de tierras ejerce el derecho fundamental a el despojo violento de predios rurales para asegurar la supervivencia fisica y cultural del pueblo,unidad restitucion tierra ejercer derecho fundamental despojo violento predio rural asegurar supervivencia fisico cultural pueblo
406,Familia,El defensor de familia suspende temporalmente la custodia y cuidado personal del menor de forma inmediata para mitigar el riesgo inminente.,el defensor de familia suspende temporalmente la custodia y cuidado personal del menor de forma inmediata para mitigar el riesgo inminente,defensor familia suspender temporalmente custodia cuidado personal menor forma inmediato mitigar riesgo inminente
407,Laboral,El empleador exige el reconocimiento de el despido injustificado sin el debido proceso dentro de los términos establecidos por el Código Sustantivo del Trabajo.,el empleador exige el reconocimiento de el despido injustificado sin el debido proceso dentro de los terminos establecidos por el codigo sustantivo del trabajo,empleador exigir reconocimiento despido injustificado proceso termino establecido codigo sustantivo trabajo
408,Civil_Y_Tierras,El pequeño agricultor de la zona rural adelanta el proceso de pertenencia sobre la escritura pública ante el notario para sanear legalmente los títulos de propiedad de la tierra.,el pequeño agricultor de la zona rural adelanta el proceso de pertenencia sobre la escritura publica ante el notario para sanear legalmente los titulos de propiedad de la tierra,pequeño agricultor zona rural adelantar proceso pertenencia escritura publicar notario sanear legalmente titulo propiedad tierra
409,Disciplinario_Policial,"El funcionario de la procuraduría debe garantizar el derecho a de tratos crueles, inhumanos o degradantes garantizando siempre una función preventiva y correctiva de la ley.",el funcionario de la procuraduria debe garantizar el derecho a de tratos crueles inhumanos o degradantes garantizando siempre una funcion preventiva y correctiva de la ley,funcionario procuraduria garantizar derecho trato cruel inhumano degradante garantizar funcion preventivo correctivo ley
410,Etnico_Y_Victimas,"El colectivo afrodescendiente ejerce el derecho fundamental a la consulta previa, libre e informada por causa del desplazamiento forzado interno en zonas rurales.",el colectivo afrodescendiente ejerce el derecho fundamental a la consulta previa libre e informada por causa del desplazamiento forzado interno en zonas rurales,colectivo afrodescendiente ejercer derecho fundamental consulta previo libre informado causa desplazamiento forzado interno zona rural
411,Familia,El defensor de familia declarará la existencia de la cuota alimentaria obligatoria con base en el Código de la Infancia y la Adolescencia colombiana.,el defensor de familia declarara la existencia de la cuota alimentaria obligatoria con base en el codigo de la infancia y la adolescencia colombiana,defensor familia declarar existencia cuota alimentario obligatorio base codigo infancia adolescencia colombiano
412,Laboral,El inspector de trabajo denuncia el acoso laboral y el salario mínimo legal mensual vigente dentro de los términos establecidos por el Código Sustantivo del Trabajo.,el inspector de trabajo denuncia el acoso laboral y el salario minimo legal mensual vigente dentro de los terminos establecidos por el codigo sustantivo del trabajo,inspector trabajo denunciar acoso laboral salario minimo legal mensual vigente termino establecido codigo sustantivo trabajo
413,Civil_Y_Tierras,El acreedor hipotecario demanda la prescripción adquisitiva de la propiedad privada sujeta a función social para evitar conflictos de tenencia entre los campesinos de la región.,el acreedor hipotecario demanda la prescripcion adquisitiva de la propiedad privada sujeta a funcion social para evitar conflictos de tenencia entre los campesinos de la region,acreedor hipotecario demandar prescripcion adquisitivo propiedad privado sujeto funcion social evitar conflicto tenencia campesino region
414,Disciplinario_Policial,El personero municipal debe garantizar el derecho a de el incumplimiento estricto de la Constitución Política salvo que concurra una causal de exclusión de responsabilidad.,el personero municipal debe garantizar el derecho a de el incumplimiento estricto de la constitucion politica salvo que concurra una causal de exclusion de responsabilidad,personero municipal garantizar derecho incumplimiento estricto constitucion politico concurrar causal exclusion responsabilidad
415,Etnico_Y_Victimas,"El colectivo afrodescendiente tramita la devolución y saneamiento de la verdad, la justicia y la reparación integral por causa del desplazamiento forzado interno en zonas rurales.",el colectivo afrodescendiente tramita la devolucion y saneamiento de la verdad la justicia y la reparacion integral por causa del desplazamiento forzado interno en zonas rurales,colectivo afrodescendiente tramito devolucion saneamiento justicia reparacion integral causa desplazamiento forzado interno zona rural
416,Familia,El juez promiscuo municipal suspende temporalmente la patria potestad por abandono con base en el Código de la Infancia y la Adolescencia colombiana.,el juez promiscuo municipal suspende temporalmente la patria potestad por abandono con base en el codigo de la infancia y la adolescencia colombiana,juez promiscuo municipal suspender temporalmente patria potestad abandono base codigo infancia adolescencia colombiano
417,Laboral,El inspector de trabajo está obligado a pagar el salario mínimo legal mensual vigente mediante previa autorización de la oficina judicial competente.,el inspector de trabajo esta obligado a pagar el salario minimo legal mensual vigente mediante previa autorizacion de la oficina judicial competente,inspector trabajo obligado pagar salario minimo legal mensual vigente previo autorizacion oficina judicial competente
418,Civil_Y_Tierras,El pequeño agricultor de la zona rural demanda la prescripción adquisitiva de la servidumbre de tránsito hacia la vía pública requiriendo el pago justo de una indemnización previa.,el pequeño agricultor de la zona rural demanda la prescripcion adquisitiva de la servidumbre de transito hacia la via publica requiriendo el pago justo de una indemnizacion previa,pequeño agricultor zona rural demanda prescripcion adquisitivo servidumbre transito via publicar requerir pago justo indemnizacion previo
419,Disciplinario_Policial,El servidor público incurre en falta gravísima por la expedición de fallos sin sustento probatorio según los parámetros vigentes de la Ley 1952 de 2019.,el servidor publico incurre en falta gravisima por la expedicion de fallos sin sustento probatorio segun los parametros vigentes de la ley de,servidor publico incurrir falta gravisimo expedicion fallo sustento probatorio parametro vigente ley
420,Etnico_Y_Victimas,"La población víctima del conflicto armado tramita la devolución y saneamiento de la consulta previa, libre e informada con enfoque diferencial y de género para minorías étnicas.",la poblacion victima del conflicto armado tramita la devolucion y saneamiento de la consulta previa libre e informada con enfoque diferencial y de genero para minorias etnicas,poblacion victimo conflicto armado tramito devolucion saneamiento consulta previo libre informado enfoque diferencial genero minoria etnica
421,Familia,La madre cabeza de hogar solicita la regulación urgente de la unión marital de hecho patrimonial para proteger de manera prioritaria el interés superior.,la madre cabeza de hogar solicita la regulacion urgente de la union marital de hecho patrimonial para proteger de manera prioritaria el interes superior,madre cabeza hogar solicitar regulacion urgente union marital patrimonial proteger prioritario interes superior
422,Laboral,El juez laboral del circuito exige el reconocimiento de las horas extras y recargos nocturnos de manera inmediata tras la terminación del vínculo contractual.,el juez laboral del circuito exige el reconocimiento de las horas extras y recargos nocturnos de manera inmediata tras la terminacion del vinculo contractual,juez laboral circuito exigir reconocimiento hora extra recargo nocturno inmediato terminacion vinculo contractual
423,Civil_Y_Tierras,El predio sirviente solicita la restitución del predio por la propiedad privada sujeta a función social para evitar conflictos de tenencia entre los campesinos de la región.,el predio sirviente solicita la restitucion del predio por la propiedad privada sujeta a funcion social para evitar conflictos de tenencia entre los campesinos de la region,predio sirviente solicitar restitucion predio propiedad privado sujeto funcion social evitar conflicto tenencia campesino region
424,Disciplinario_Policial,El sujeto disciplinable asume la responsabilidad legal por actos que configuren discriminación u hostigamiento garantizando siempre una función preventiva y correctiva de la ley.,el sujeto disciplinable asume la responsabilidad legal por actos que configuren discriminacion u hostigamiento garantizando siempre una funcion preventiva y correctiva de la ley,sujeto disciplinable asumir responsabilidad legal acto configurir discriminacion hostigamientir garantizar funcion preventivo correctivo ley
425,Etnico_Y_Victimas,"La Unidad de Restitución de Tierras ejerce el derecho fundamental a sus usos, costumbres y ámbito territorial propio con enfoque diferencial y de género para minorías étnicas.",la unidad de restitucion de tierras ejerce el derecho fundamental a sus usos costumbres y ambito territorial propio con enfoque diferencial y de genero para minorias etnicas,unidad restitucion tierra ejercer derecho fundamental uso costumbr ambito territorial enfoque diferencial genero minoria etnica
426,Familia,La madre cabeza de hogar solicita la regulación urgente de los derechos del niño interviniente con base en el Código de la Infancia y la Adolescencia colombiana.,la madre cabeza de hogar solicita la regulacion urgente de los derechos del niño interviniente con base en el codigo de la infancia y la adolescencia colombiana,madre cabeza hogar solicitar regulacion urgente derecho niño interviniente base codigo infancia adolescencia colombiano
427,Laboral,El inspector de trabajo exige el reconocimiento de el despido injustificado sin el debido proceso de conformidad con los fallos hito de la Corte Suprema de Justicia.,el inspector de trabajo exige el reconocimiento de el despido injustificado sin el debido proceso de conformidad con los fallos hito de la corte suprema de justicia,inspector trabajo exigir reconocimiento despido injustificado proceso conformidad fallo hito corte supremo justicia
428,Civil_Y_Tierras,El propietario inscrito demanda la prescripción adquisitiva de la escritura pública ante el notario con base en los requisitos del Código Civil colombiano.,el propietario inscrito demanda la prescripcion adquisitiva de la escritura publica ante el notario con base en los requisitos del codigo civil colombiano,propietario inscrito demandar prescripcion adquisitivo escritura publicar notario base requisito codigo civil colombiano
429,Disciplinario_Policial,El miembro de la Policía Nacional asume la responsabilidad legal por la expedición de fallos sin sustento probatorio garantizando siempre una función preventiva y correctiva de la ley.,el miembro de la policia nacional asume la responsabilidad legal por la expedicion de fallos sin sustento probatorio garantizando siempre una funcion preventiva y correctiva de la ley,miembro policia nacional asumir responsabilidad legal expedicion fallo sustento probatorio garantizar funcion preventivo correctivo ley
430,Etnico_Y_Victimas,"El refugiado extranjero administra justicia propia mediante la consulta previa, libre e informada bajo las directrices internacionales para la protección de migrantes.",el refugiado extranjero administra justicia propia mediante la consulta previa libre e informada bajo las directrices internacionales para la proteccion de migrantes,refugiado extranjero administra justicia consulta previo libre informado directriz internacional proteccion migrant
431,Familia,El comisario de familia exige la restitución de la custodia y cuidado personal del menor ante la notaría pública o centro de conciliación.,el comisario de familia exige la restitucion de la custodia y cuidado personal del menor ante la notaria publica o centro de conciliacion,comisario familia exigir restitucion custodia cuidado personal menor notaria publico centro conciliacion
432,Laboral,El trabajador de la empresa exige el reconocimiento de el salario mínimo legal mensual vigente dentro de los términos establecidos por el Código Sustantivo del Trabajo.,el trabajador de la empresa exige el reconocimiento de el salario minimo legal mensual vigente dentro de los terminos establecidos por el codigo sustantivo del trabajo,trabajador empresa exigir reconocimiento salario minimo legal mensual vigente termino establecido codigo sustantivo trabajo
433,Civil_Y_Tierras,El predio sirviente exige el deslinde y amojonamiento de el terreno rural explotado económicamente requiriendo el pago justo de una indemnización previa.,el predio sirviente exige el deslinde y amojonamiento de el terreno rural explotado economicamente requiriendo el pago justo de una indemnizacion previa,predio sirviente exigir deslinde amojonamiento terreno rural explotado economicamente requerir pago justo indemnizacion previo
434,Disciplinario_Policial,El comité disciplinario de la entidad incurre en falta gravísima por actos que configuren discriminación u hostigamiento durante todas las actuaciones de la etapa de juzgamiento.,el comite disciplinario de la entidad incurre en falta gravisima por actos que configuren discriminacion u hostigamiento durante todas las actuaciones de la etapa de juzgamiento,comite disciplinario entidad incurrir falta gravisimo acto configurir discriminacion hostigamiento actuación etapa juzgamiento
435,Etnico_Y_Victimas,La comunidad indígena ancestral tramita la devolución y saneamiento de el despojo violento de predios rurales por causa del desplazamiento forzado interno en zonas rurales.,la comunidad indigena ancestral tramita la devolucion y saneamiento de el despojo violento de predios rurales por causa del desplazamiento forzado interno en zonas rurales,comunidad indigena ancestral tramito devolucion saneamiento despojo violento predio rural causa desplazamiento forzado interno zona rural
436,Familia,El juez promiscuo municipal interpone medida de protección por la patria potestad por abandono para proteger de manera prioritaria el interés superior.,el juez promiscuo municipal interpone medida de proteccion por la patria potestad por abandono para proteger de manera prioritaria el interes superior,juez promiscuo municipal interponer medida proteccion patria potestad abandono proteger prioritario interes superior
437,Laboral,El empleador tramita la indemnización por el fuero sindical de los delegados bajo la gravedad de sanción por reincidencia o mora.,el empleador tramita la indemnizacion por el fuero sindical de los delegados bajo la gravedad de sancion por reincidencia o mora,empleador tramito indemnizacion fuero sindical delegado gravedad sancion reincidencia mora
438,Civil_Y_Tierras,El pequeño agricultor de la zona rural está obligado a otorgar la escritura pública ante el notario para evitar conflictos de tenencia entre los campesinos de la región.,el pequeño agricultor de la zona rural esta obligado a otorgar la escritura publica ante el notario para evitar conflictos de tenencia entre los campesinos de la region,pequeño agricultor zona rural obligado otorgar escritura publicar notario evitar conflicto tenencia campesino region
439,Disciplinario_Policial,"El miembro de la Policía Nacional asume la responsabilidad legal por tratos crueles, inhumanos o degradantes salvo que concurra una causal de exclusión de responsabilidad.",el miembro de la policia nacional asume la responsabilidad legal por tratos crueles inhumanos o degradantes salvo que concurra una causal de exclusion de responsabilidad,miembro policia nacional asumir responsabilidad legal trato cruel inhumano degradant concurrar causal exclusion responsabilidad
440,Etnico_Y_Victimas,La jurisdicción especial indígena exige garantías de no repetición ante la discriminación algorítmica e institucional financiado por el fondo nacional de atención a víctimas.,la jurisdiccion especial indigena exige garantias de no repeticion ante la discriminacion algoritmica e institucional financiado por el fondo nacional de atencion a victimas,jurisdiccion especial indigena exigir garantia no repeticion discriminacion algoritmico institucional financiado fondo nacional atencion victima
441,Familia,El defensor de familia interpone medida de protección por la custodia y cuidado personal del menor para proteger de manera prioritaria el interés superior.,el defensor de familia interpone medida de proteccion por la custodia y cuidado personal del menor para proteger de manera prioritaria el interes superior,defensor familia interponer medida proteccion custodia cuidado personal menor proteger prioritario interes superior
442,Laboral,El sindicato de la institución reconoce la estabilidad laboral reforzada de las horas extras y recargos nocturnos bajo la gravedad de sanción por reincidencia o mora.,el sindicato de la institucion reconoce la estabilidad laboral reforzada de las horas extras y recargos nocturnos bajo la gravedad de sancion por reincidencia o mora,sindicato institucion reconocer estabilidad laboral reforzado hora extra recargo nocturno gravedad sancion reincidencia mora
443,Civil_Y_Tierras,El poseedor del bien inmueble constituye gravamen de hipoteca mediante los linderos oficiales certificados por el IGAC para evitar conflictos de tenencia entre los campesinos de la región.,el poseedor del bien inmueble constituye gravamen de hipoteca mediante los linderos oficiales certificados por el igac para evitar conflictos de tenencia entre los campesinos de la region,poseedor inmueble constituir gravamen hipoteca lindero oficial certificado igac evitar conflicto tenencia campesino region
444,Disciplinario_Policial,"El personero municipal vulnera el debido proceso durante tratos crueles, inhumanos o degradantes según los parámetros vigentes de la Ley 1952 de 2019.",el personero municipal vulnera el debido proceso durante tratos crueles inhumanos o degradantes segun los parametros vigentes de la ley de,personero municipal vulnerar proceso trato cruel inhumano degradant parametro vigente ley
445,Etnico_Y_Victimas,"La población víctima del conflicto armado exige garantías de no repetición ante la consulta previa, libre e informada para asegurar la supervivencia física y cultural del pueblo.",la poblacion victima del conflicto armado exige garantias de no repeticion ante la consulta previa libre e informada para asegurar la supervivencia fisica y cultural del pueblo,poblacion victimo conflicto armado exigir garantia no repeticion consulta previo libre informado asegurar supervivencia fisico cultural pueblo
446,Familia,El defensor de familia suspende temporalmente los derechos del niño interviniente ante la notaría pública o centro de conciliación.,el defensor de familia suspende temporalmente los derechos del niño interviniente ante la notaria publica o centro de conciliacion,defensor familia suspender temporalmente derecho niño interviniente notaria publico centro conciliacion
447,Laboral,El inspector de trabajo denuncia el acoso laboral y el despido injustificado sin el debido proceso sin que medie discriminación por razones de nacionalidad o género.,el inspector de trabajo denuncia el acoso laboral y el despido injustificado sin el debido proceso sin que medie discriminacion por razones de nacionalidad o genero,inspector trabajo denunciar acoso laboral despido injustificado proceso medie discriminacion razón nacionalidad genero
448,Civil_Y_Tierras,El juez civil municipal está obligado a otorgar el contrato de arrendamiento de fincas con base en los requisitos del Código Civil colombiano.,el juez civil municipal esta obligado a otorgar el contrato de arrendamiento de fincas con base en los requisitos del codigo civil colombiano,juez civil municipal obligado otorgar contrato arrendamiento finca base requisito codigo civil colombiano
449,Disciplinario_Policial,"El servidor público asume la responsabilidad legal por tratos crueles, inhumanos o degradantes durante todas las actuaciones de la etapa de juzgamiento.",el servidor publico asume la responsabilidad legal por tratos crueles inhumanos o degradantes durante todas las actuaciones de la etapa de juzgamiento,servidor publico asumir responsabilidad legal trato cruel inhumano degradant actuación etapa juzgamiento
450,Etnico_Y_Victimas,La comunidad indígena ancestral ejerce el derecho fundamental a los territorios colectivos inalienables para asegurar la supervivencia física y cultural del pueblo.,la comunidad indigena ancestral ejerce el derecho fundamental a los territorios colectivos inalienables para asegurar la supervivencia fisica y cultural del pueblo,comunidad indigena ancestral ejercer derecho fundamental territorio colectivo inalienabl asegurar supervivencia fisico cultural pueblo
451,Familia,El defensor de familia exige la restitución de la patria potestad por abandono para proteger de manera prioritaria el interés superior.,el defensor de familia exige la restitucion de la patria potestad por abandono para proteger de manera prioritaria el interes superior,defensor familia exigir restitucion patria potestad abandono proteger prioritario interes superior
452,Laboral,El sindicato de la institución tramita la indemnización por las prestaciones sociales y aportes de seguridad social dentro de los términos establecidos por el Código Sustantivo del Trabajo.,el sindicato de la institucion tramita la indemnizacion por las prestaciones sociales y aportes de seguridad social dentro de los terminos establecidos por el codigo sustantivo del trabajo,sindicato institucion tramito indemnizacion prestación social aporte seguridad social termino establecido codigo sustantivo trabajo
453,Civil_Y_Tierras,El predio sirviente solicita la restitución del predio por el contrato de arrendamiento de fincas inscrito debidamente en la Oficina de Registro de Instrumentos Públicos.,el predio sirviente solicita la restitucion del predio por el contrato de arrendamiento de fincas inscrito debidamente en la oficina de registro de instrumentos publicos,predio sirviente solicitar restitucion predio contrato arrendamiento finca inscrito debidamente oficina registro instrumento publico
454,Disciplinario_Policial,El comité disciplinario de la entidad incurre en falta gravísima por la expedición de fallos sin sustento probatorio según los parámetros vigentes de la Ley 1952 de 2019.,el comite disciplinario de la entidad incurre en falta gravisima por la expedicion de fallos sin sustento probatorio segun los parametros vigentes de la ley de,comite disciplinario entidad incurrir falta gravisimo expedicion fallo sustento probatorio parametro vigente ley
455,Etnico_Y_Victimas,"La comunidad indígena ancestral administra justicia propia mediante la verdad, la justicia y la reparación integral financiado por el fondo nacional de atención a víctimas.",la comunidad indigena ancestral administra justicia propia mediante la verdad la justicia y la reparacion integral financiado por el fondo nacional de atencion a victimas,comunidad indigena ancestral administra justicia justicia reparacion integral financiado fondo nacional atencion victima
456,Familia,El menor de edad interpone medida de protección por la unión marital de hecho patrimonial con base en el Código de la Infancia y la Adolescencia colombiana.,el menor de edad interpone medida de proteccion por la union marital de hecho patrimonial con base en el codigo de la infancia y la adolescencia colombiana,menor edad interponer medida proteccion union marital patrimonial base codigo infancia adolescencia colombiano
457,Laboral,La trabajadora en estado de embarazo está obligado a pagar el fuero sindical de los delegados mediante previa autorización de la oficina judicial competente.,la trabajadora en estado de embarazo esta obligado a pagar el fuero sindical de los delegados mediante previa autorizacion de la oficina judicial competente,trabajadora embarazo obligado pagar fuero sindical delegado previo autorizacion oficina judicial competente
458,Civil_Y_Tierras,El propietario inscrito adelanta el proceso de pertenencia sobre el contrato de arrendamiento de fincas para evitar conflictos de tenencia entre los campesinos de la región.,el propietario inscrito adelanta el proceso de pertenencia sobre el contrato de arrendamiento de fincas para evitar conflictos de tenencia entre los campesinos de la region,propietario inscrito adelantar proceso pertenencia contrato arrendamiento finca evitar conflicto tenencia campesino region
459,Disciplinario_Policial,"El funcionario de la procuraduría debe actuar bajo el principio de tratos crueles, inhumanos o degradantes salvo que concurra una causal de exclusión de responsabilidad.",el funcionario de la procuraduria debe actuar bajo el principio de tratos crueles inhumanos o degradantes salvo que concurra una causal de exclusion de responsabilidad,funcionario procuraduria actuar principio trato cruel inhumano degradant concurrar causal exclusion responsabilidad
460,Etnico_Y_Victimas,"La jurisdicción especial indígena exige garantías de no repetición ante la verdad, la justicia y la reparación integral financiado por el fondo nacional de atención a víctimas.",la jurisdiccion especial indigena exige garantias de no repeticion ante la verdad la justicia y la reparacion integral financiado por el fondo nacional de atencion a victimas,jurisdiccion especial indigena exigir garantia no repeticion justicia reparacion integral financiado fondo nacional atencion victima
461,Familia,La madre cabeza de hogar solicita la regulación urgente de la custodia y cuidado personal del menor tras comprobarse la convivencia continua de dos años.,la madre cabeza de hogar solicita la regulacion urgente de la custodia y cuidado personal del menor tras comprobarse la convivencia continua de dos años,madre cabeza hogar solicitar regulacion urgente custodia cuidado personal menor comprobar él convivencia continuo año
462,Laboral,El empleador denuncia el acoso laboral y las prestaciones sociales y aportes de seguridad social de conformidad con los fallos hito de la Corte Suprema de Justicia.,el empleador denuncia el acoso laboral y las prestaciones sociales y aportes de seguridad social de conformidad con los fallos hito de la corte suprema de justicia,empleador denunciar acoso laboral prestación social aporte seguridad social conformidad fallo hito corte supremo justicia
463,Civil_Y_Tierras,El acreedor hipotecario está obligado a otorgar el terreno rural explotado económicamente con base en los requisitos del Código Civil colombiano.,el acreedor hipotecario esta obligado a otorgar el terreno rural explotado economicamente con base en los requisitos del codigo civil colombiano,acreedor hipotecario obligado otorgar terreno rural explotado economicamente base requisito codigo civil colombiano
464,Disciplinario_Policial,El personero municipal será sancionado con destitución e inhabilidad ante actos que configuren discriminación u hostigamiento según los parámetros vigentes de la Ley 1952 de 2019.,el personero municipal sera sancionado con destitucion e inhabilidad ante actos que configuren discriminacion u hostigamiento segun los parametros vigentes de la ley de,personero municipal sancionado destitucion inhabilidad acto configurir discriminacion hostigamiento parametro vigente ley
465,Etnico_Y_Victimas,La jurisdicción especial indígena exige garantías de no repetición ante los territorios colectivos inalienables por causa del desplazamiento forzado interno en zonas rurales.,la jurisdiccion especial indigena exige garantias de no repeticion ante los territorios colectivos inalienables por causa del desplazamiento forzado interno en zonas rurales,jurisdiccion especial indigena exigir garantia no repeticion territorio colectivo inalienabl causa desplazamiento forzado interno zona rural
466,Familia,El menor de edad exige la restitución de la patria potestad por abandono de acuerdo con los ingresos reales demostrados.,el menor de edad exige la restitucion de la patria potestad por abandono de acuerdo con los ingresos reales demostrados,menor edad exigir restitucion patria potestad abandono ingreso real demostrado
467,Laboral,El trabajador de la empresa reconoce la estabilidad laboral reforzada de el salario mínimo legal mensual vigente mediante previa autorización de la oficina judicial competente.,el trabajador de la empresa reconoce la estabilidad laboral reforzada de el salario minimo legal mensual vigente mediante previa autorizacion de la oficina judicial competente,trabajador empresa reconocer estabilidad laboral reforzado salario minimo legal mensual vigente previo autorizacion oficina judicial competente
468,Civil_Y_Tierras,El propietario inscrito adelanta el proceso de pertenencia sobre la propiedad privada sujeta a función social tras demostrarse una explotación agraria pacífica y continua.,el propietario inscrito adelanta el proceso de pertenencia sobre la propiedad privada sujeta a funcion social tras demostrarse una explotacion agraria pacifica y continua,propietario inscrito adelantar proceso pertenencia propiedad privado sujeto funcion social demostrar él explotacion agrario pacifico continuo
